density,nitrate,salinity,irradiance,temperature,pH,oxygen,phosphate,chlorophyll-a
1.789090909090909,21.796263636363637,15.272727272727273,-0.0397,19.865,9.936363636363637,416.1336285714286,1.1443,5.624945454545454
1.7754545454545454,21.744818181818182,15.363636363636363,-0.018,20.889,9.921818181818182,417.8843,1.1443,5.683827272727273
1.7618181818181817,21.693372727272727,15.454545454545455,-0.0505,19.77,9.907272727272728,419.6349714285714,1.1443,5.7427090909090905
1.7481818181818183,21.641927272727273,15.545454545454545,-0.0588,16.892,9.892727272727273,421.38564285714284,1.1443,5.801590909090909
1.7345454545454546,21.590481818181818,15.636363636363637,-0.0874,18.961,9.878181818181819,423.13631428571426,1.1443,5.860472727272727
1.720909090909091,21.539036363636363,15.727272727272727,-0.037,20.031,9.863636363636363,424.88698571428574,1.1443,5.919354545454546
1.7072727272727273,21.48759090909091,15.818181818181818,-0.0379,19.984,9.84909090909091,426.63765714285717,1.1443,5.978236363636364
1.6936363636363636,21.436145454545454,15.909090909090908,-0.1027,18.461,9.834545454545454,428.3883285714286,1.1443,6.037118181818182
1.68,21.3847,16.0,-0.0863,17.582,9.82,430.139,1.1443,6.096
1.637142857142857,21.377914285714283,15.857142857142858,-0.069,18.176,9.81,423.9771714285714,1.1492714285714287,6.2103
1.5942857142857143,21.37112857142857,15.714285714285714,-0.1484,18.485,9.8,417.81534285714287,1.1542428571428571,6.3246
1.5514285714285714,21.364342857142855,15.571428571428571,-0.1666,20.674,9.790000000000001,411.65351428571427,1.1592142857142858,6.4389
1.5085714285714285,21.357557142857143,15.428571428571429,-0.1625,20.579,9.78,405.4916857142857,1.1641857142857144,6.5531999999999995
1.4657142857142855,21.350771428571427,15.285714285714286,-0.15839999999999999,19.674,9.77,399.3298571428571,1.169157142857143,6.6674999999999995
1.4228571428571428,21.343985714285715,15.142857142857142,-0.1543,19.103,9.76,393.1680285714286,1.1741285714285714,6.7818
1.38,21.3372,15.0,-0.1502,19.746,9.75,387.0062,1.1791,6.8961
1.4,21.359666666666666,14.333333333333334,-0.1461,18.033,9.753333333333334,393.06656666666663,1.0796000000000001,6.7564
1.42,21.382133333333332,13.666666666666666,-0.14200000000000002,17.915,9.756666666666666,399.12693333333334,0.9801000000000001,6.6167
1.44,21.4046,13.0,-0.1379,19.199,9.76,405.1873,0.8806,6.477
1.455,21.653599999999997,13.0,-0.1338,20.555,9.76,397.681175,0.9415500000000001,6.657975
1.47,21.9026,13.0,-0.067,20.913,9.76,390.17505,1.0025,6.8389500000000005
1.4849999999999999,22.151600000000002,13.0,-0.0787,20.865,9.76,382.668925,1.06345,7.019925
1.5,22.4006,13.0,0.0012,22.417,9.76,375.1628,1.1244,7.2009
1.5,22.034950000000002,12.5,0.0011,22.13,9.76,374.3583,1.23385,7.5057
1.5,21.6693,12.0,-0.0861,21.127,9.76,373.5538,1.3433,7.8105
1.5,21.76698,12.6,-0.1305,20.246,9.748,372.7493,1.32042,7.3152
1.5,21.86466,13.2,-0.2094,19.08,9.735999999999999,371.9448,1.29754,6.8199
1.5,21.962339999999998,13.8,-0.1745,19.008,9.724,371.1403,1.2746600000000001,6.3246
1.5,22.060019999999998,14.4,-0.1929,17.249,9.712,370.3358,1.2517800000000001,5.8293
1.5,22.1577,15.0,-0.08,16.439,9.7,369.5313,1.2289,5.334
1.4657142857142857,22.254285714285714,14.571428571428571,-0.154,18.033,9.704285714285714,368.7268,1.239557142857143,5.203371428571428
1.4314285714285715,22.350871428571427,14.142857142857142,-0.1597,17.748,9.708571428571428,367.9223,1.2502142857142857,5.072742857142857
1.3971428571428572,22.447457142857143,13.714285714285714,-0.124,18.01,9.712857142857143,367.1178,1.2608714285714286,4.942114285714285
1.3628571428571428,22.544042857142855,13.285714285714286,-0.1654,18.105,9.717142857142857,366.3133,1.2715285714285716,4.811485714285714
1.3285714285714285,22.64062857142857,12.857142857142858,-0.2079,18.985,9.721428571428572,365.5088,1.2821857142857145,4.680857142857143
1.2942857142857143,22.737214285714284,12.428571428571429,-0.1993,19.722,9.725714285714286,364.7043,1.2928428571428572,4.550228571428572
1.26,22.8338,12.0,-0.0758,20.103,9.73,363.8998,1.3035,4.4196
1.2814285714285714,22.8338,12.714285714285714,-0.01,19.96,9.724285714285715,363.0953,1.3035,4.4196
1.302857142857143,22.8338,13.428571428571429,-0.052,20.817,9.718571428571428,362.2908,1.3035,4.4196
1.3242857142857143,22.8338,14.142857142857142,0.0106,20.793,9.712857142857143,361.4863,1.3035,4.4196
1.3457142857142856,22.8338,14.857142857142858,0.0106,20.793,9.707142857142857,360.6818,1.3035,4.4196
1.367142857142857,22.8338,15.571428571428571,0.0106,20.793,9.701428571428572,359.8773,1.3035,4.4196
1.3885714285714286,22.8338,16.285714285714285,0.0106,20.793,9.695714285714285,359.07280000000003,1.3035,4.4196
1.41,22.8338,17.0,0.0106,20.793,9.69,358.2683,1.3035,4.4196
