density,nitrate,salinity,irradiance,temperature,ph,oxygen,phosphate,chlorophyll
1.7481818181818185,21.641927272727273,15.545454545454543,-0.0588,16.892,9.892727272727273,421.3856428571429,1.1443,5.801590909090909
1.7345454545454546,21.590481818181814,15.636363636363637,-0.0874,18.961,9.87818181818182,423.13631428571426,1.1443,5.860472727272727
1.720909090909091,21.539036363636363,15.727272727272728,-0.037,20.031,9.863636363636363,424.88698571428574,1.1443,5.919354545454546
1.7072727272727273,21.48759090909091,15.818181818181818,-0.0379,19.984,9.84909090909091,426.6376571428572,1.1443,5.978236363636364
1.6936363636363636,21.436145454545457,15.909090909090908,-0.1027,18.461,9.834545454545454,428.3883285714286,1.1443,6.037118181818182
1.68,21.3847,16.0,-0.0863,17.582,9.82,430.139,1.1443,6.096
1.637142857142857,21.377914285714283,15.857142857142858,-0.069,18.176,9.81,423.9771714285714,1.1492714285714287,6.2103
1.5942857142857143,21.37112857142857,15.714285714285714,-0.1484,18.485,9.8,417.81534285714287,1.1542428571428571,6.3246
1.5514285714285714,21.364342857142855,15.571428571428571,-0.1666,20.674,9.79,411.65351428571427,1.1592142857142858,6.4389
1.5085714285714285,21.357557142857143,15.428571428571429,-0.1625,20.579,9.78,405.4916857142857,1.1641857142857144,6.5531999999999995
1.4657142857142855,21.350771428571427,15.285714285714286,-0.1583999999999999,19.674,9.77,399.3298571428571,1.169157142857143,6.6674999999999995
1.4228571428571428,21.343985714285715,15.142857142857142,-0.1543,19.103,9.76,393.1680285714286,1.1741285714285714,6.7818
1.38,21.3372,15.0,-0.1502,19.746,9.75,387.0062,1.1791,6.8961
1.4,21.359666666666666,14.333333333333334,-0.1461,18.033,9.753333333333334,393.06656666666663,1.0796,6.7564
1.42,21.382133333333332,13.666666666666666,-0.142,17.915,9.756666666666666,399.12693333333334,0.9801,6.6167
1.44,21.4046,13.0,-0.1379,19.199,9.76,405.1873,0.8806,6.477
1.455,21.653599999999997,13.0,-0.1338,20.555,9.76,397.681175,0.94155,6.657975
1.47,21.9026,13.0,-0.067,20.913,9.76,390.17505,1.0025,6.8389500000000005
1.485,22.1516,13.0,-0.0787,20.865,9.76,382.668925,1.06345,7.019925
1.5,22.4006,13.0,0.0012,22.417,9.76,375.1628,1.1244,7.2009
1.5,22.03495,12.5,0.0011,22.13,9.76,374.3583,1.23385,7.5057
1.5,21.6693,12.0,-0.0861,21.127,9.76,373.5538,1.3433,7.8105
1.5,21.76698,12.6,-0.1305,20.246,9.748,372.7493,1.32042,7.3152
1.5,21.86466,13.2,-0.2094,19.08,9.736,371.9448,1.29754,6.8199
1.5,21.96234,13.8,-0.1745,19.008,9.724,371.1403,1.27466,6.3246
1.5,22.06002,14.4,-0.1929,17.249,9.712,370.3358,1.25178,5.8293
1.5,22.1577,15.0,-0.08,16.439,9.7,369.5313,1.2289,5.334
1.4657142857142855,22.25428571428571,14.571428571428571,-0.154,18.033,9.704285714285714,368.7268,1.239557142857143,5.203371428571428
1.4314285714285715,22.350871428571427,14.142857142857142,-0.1597,17.748,9.708571428571428,367.9223,1.2502142857142855,5.072742857142857
1.3971428571428572,22.447457142857143,13.714285714285714,-0.124,18.01,9.712857142857144,367.1178,1.2608714285714286,4.942114285714285
1.3628571428571428,22.544042857142855,13.285714285714286,-0.1654,18.105,9.717142857142855,366.3133,1.2715285714285716,4.811485714285714
1.3285714285714283,22.64062857142857,12.857142857142858,-0.2079,18.985,9.721428571428572,365.5088,1.2821857142857145,4.680857142857143
1.2942857142857145,22.737214285714284,12.428571428571429,-0.1993,19.722,9.725714285714286,364.7043,1.2928428571428572,4.550228571428572
1.26,22.8338,12.0,-0.0758,20.103,9.73,363.8998,1.3035,4.4196
1.2814285714285714,22.8338,12.714285714285714,-0.01,19.96,9.724285714285717,363.0953,1.3035,4.4196
1.302857142857143,22.8338,13.428571428571429,-0.052,20.817,9.718571428571428,362.2908,1.3035,4.4196
1.3242857142857145,22.8338,14.142857142857142,0.0106,20.793,9.712857142857144,361.4863,1.3035,4.4196
1.3457142857142856,22.8338,14.857142857142858,0.0106,20.793,9.707142857142856,360.6818,1.3035,4.4196
1.367142857142857,22.8338,15.571428571428571,0.0106,20.793,9.701428571428572,359.8773,1.3035,4.4196
1.3885714285714286,22.8338,16.285714285714285,0.0106,20.793,9.695714285714285,359.07280000000003,1.3035,4.4196
1.41,22.8338,17.0,0.0106,20.793,9.69,358.2683,1.3035,4.4196
0.5964,34.2077,11.9912,0.0018,20.8455,10.06,441.381,1.5136,1.28
1.819,23.6672,14.9003,-0.0354,18.1713,10.1748,509.761,0.8361,6.8435
0.5842,34.1621,10.2696,-0.0021,19.3309,9.9992,485.437,1.6002,1.2088
1.4804,27.3338,15.2681,-0.0437,17.2062,9.9459,469.3193,1.1314,5.3086
1.5579,25.9029,14.7951,-0.0714,17.291,9.9532,649.0672,0.9779,6.6013
0.4926,37.1678,14.7769,0.0022,20.0581,9.9868,367.2176,1.7007,0.7378
1.313,26.5848,13.4107,-0.0364,18.0603,10.3535,700.2278,0.827,5.8419
1.0284,30.5388,14.3575,-0.0482,18.7191,9.9806,478.2303,1.1136,4.5663
0.0712,33.9723,13.8212,0.0025,16.9398,9.4361,315.2637,1.3642,0.1269
1.1968,28.942,14.6732,-0.0271,18.9136,10.2859,680.5608,1.0126,5.5777
1.3947,26.7133,13.811,-0.0903,18.1241,10.3014,770.2664,0.7249,5.6055
1.4417,22.7007,14.7377,-0.1362,20.0016,9.8812,422.1124,1.1508,6.1957
0.3319,31.0114,8.6056,-0.0028,16.7445,9.9404,547.7333,1.6843,1.1769
1.0233,27.4347,11.6311,-0.0742,19.2966,9.8695,438.4106,1.226,3.9273
0.5598,31.121,14.3027,-0.0198,17.9645,9.8875,501.248,1.4766,2.5697
0.5493,32.9207,10.4151,0.0014,21.7576,10.0846,506.1927,1.5606,0.8314
0.5425,32.9123,13.6839,0.001,17.264,9.975,493.8131,1.4814,1.8646
0.5684,33.9546,10.8513,0.0024,18.8113,9.9781,421.9665,1.5771,0.7529
0.9605,28.983,14.6752,-0.0625,18.8994,9.7902,400.5702,1.3931,3.3785
0.3116,31.6941,12.3651,-0.0147,17.289,9.6776,356.7791,1.9505,1.1325
1.4353,24.5815,14.7614,-0.0665,17.6326,9.9959,594.2356,0.8888,6.7544
0.9964,32.2815,14.0,-0.0182,16.1707,10.3526,666.9447,0.7823,5.0074
0.5557,33.7309,10.5459,0.001,21.5616,10.0589,502.897,1.5843,0.8293
0.2239,37.9774,10.2503,0.0017,19.0915,10.0075,447.3168,1.532,0.5829
1.2106,24.5853,14.3187,-0.0256,17.5959,9.8614,457.4003,0.9335,5.2678
0.9191,31.4794,15.0,-0.0226,20.3497,10.1756,465.181,1.539,3.3606
1.171,26.0882,16.2996,0.0082,21.398,9.8017,376.4398,1.37,3.7031
0.7189,29.4135,12.5162,-0.0001,15.9103,9.8916,430.1459,1.3871,2.5972
0.7921,34.966,12.739,-0.0233,20.6858,9.9846,385.8486,1.3116,2.6165
0.8386,33.0831,12.7439,0.0045,21.1978,9.8742,358.1174,1.3881,2.2804
1.3826,21.9219,12.8966,-0.0916,19.4744,9.7471,389.9526,1.0337,5.7324
1.0655,27.8988,14.4136,-0.023,17.1599,9.9417,415.7685,1.4416,3.6713
